custid,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city,Sample,lost
ZFWEGW,28/05/2013,15/07/2013,30/12/2013,3,33.33333333,0,48.44,0.053571429,Y,N,N,Tuesday,CHO,Estimation,Y
R6SFSA,03/09/2012,04/02/2013,12/12/2013,1,100,0,48.24,0.028938907,Y,N,N,Monday,CHO,Validation,Y
UEVAVJ,04/06/2013,12/06/2013,21/10/2013,36,47.22222222,8.333333333,199.38,0.045801527,Y,N,N,Thursday,RIC,Estimation,N
FHZF6X,11/08/2011,17/01/2013,05/06/2013,45,24.44444444,11.11111111,46.33,0.028776978,N,N,N,Thursday,RIC,Estimation,N
DBP8F9,13/12/2012,15/01/2013,22/07/2013,41,29.26829268,12.19512195,76.48,0.015957447,Y,N,N,Tuesday,CHO,Holdout,NA
5Y7UMW,27/02/2013,13/05/2013,13/05/2013,35,88.57142857,0,54.43,0,N,N,N,Thursday,BWI,Estimation,N
U2P4E8,10/11/2011,23/02/2012,07/01/2014,51,9.803921569,1.960784314,112.17,0.06871345,Y,N,N,Thursday,CHO,Estimation,N
KP2828,10/03/2013,17/03/2013,17/03/2013,46,0,0,89.16,0,N,N,N,Monday,CHO,Estimation,N
NT7MXD,10/06/2013,17/06/2013,17/06/2013,35,48.57142857,0,88.27,0,Y,N,N,Tuesday,DCX,Estimation,N
ZBVB7L,28/02/2013,14/03/2013,03/06/2013,45,4.444444444,0,136.46,0.024691358,N,N,N,Friday,CHO,Estimation,N
NLDFTM,28/08/2012,29/08/2012,03/10/2012,35,5.714285714,0,76.25,0.057142857,Y,N,N,Sunday,BWI,Estimation,N
9C54NT,28/08/2012,24/07/2012,16/12/2013,33,27.27272727,12.12121212,94.78,0.129411765,Y,N,N,Thursday,DCX,Holdout,NA
LCK32U,15/05/2013,15/05/2013,15/05/2013,45,4.444444444,0,40.93,0,N,N,N,Thursday,CHO,Estimation,N
EKJSD5,23/04/2013,23/04/2013,23/04/2013,45,4.444444444,NA,66.66,0,N,N,N,Wednesday,RIC,Estimation,N
3HY7HZ,12/03/2012,12/03/2012,22/04/2013,45,0,0,139.83,0.004926108,N,N,N,Tuesday,RIC,Validation,N
6BMZVS,26/03/2013,08/04/2013,21/04/2013,45,4.444444444,0,31.97,0.153846154,N,N,N,Tuesday,CHO,Validation,N
7S87GF,06/12/2012,07/02/2013,07/02/2013,0,0,0,59.96,0,N,N,N,Saturday,DCX,Estimation,Y
A7EJXB,22/06/2013,22/06/2013,22/06/2013,49,10.20408163,0,89.67,0,Y,N,N,Tuesday,BWI,Validation,N
945XAZ,07/12/2012,04/03/2013,04/03/2013,45,2.222222222,2.222222222,45,0,N,N,N,Thursday,DCX,Estimation,N
F7HTZG,06/12/2012,07/12/2012,15/08/2013,3,66.66666667,0,110.39,0.03187251,Y,N,N,Thursday,RIC,Estimation,Y
FKUU6S,23/02/2013,23/02/2013,23/02/2013,0,0,0,23.6,0,N,N,N,Tuesday,CHO,Validation,Y
MT5RVQ,07/12/2012,22/10/2013,22/10/2013,13,7.692307692,7.692307692,40,0,N,N,N,Monday,DCX,Holdout,NA
TBP6PV,07/02/2013,08/02/2013,02/05/2013,46,8.695652174,2.173913043,64.67,0.156626506,Y,N,N,Saturday,DCX,Holdout,NA
CX48AK,12/12/2011,19/12/2011,14/01/2014,38,89.47368421,23.68421053,152.39,0.039630119,N,N,N,Monday,CHO,Validation,N
K8S6B9,28/08/2012,30/08/2012,12/01/2014,40,97.5,10,67.23,0.02,Y,N,N,Monday,DCX,Estimation,N
X4YGF5,10/02/2013,23/02/2013,23/02/2013,0,0,0,33.34,0,N,N,N,Monday,RIC,Validation,Y
2MYLLF,14/05/2011,11/06/2011,02/01/2014,44,54.54545455,4.545454545,92,0.03525641,N,N,N,Tuesday,RIC,Validation,N
VHBBYJ,13/05/2013,27/05/2013,16/12/2013,59,30.50847458,8.474576271,57.05,0.133004926,Y,N,Y,Tuesday,BWI,Holdout,NA
GBT3BQ,27/11/2012,10/04/2013,25/07/2013,45,31.11111111,0,38.46,0.047169811,N,N,N,Wednesday,RIC,Validation,N
QV5XZ2,28/08/2012,20/07/2012,19/01/2014,46,67.39130435,43.47826087,110.39,0.032846715,N,N,Y,Thursday,DCX,Estimation,N
89U7SF,28/08/2012,23/06/2013,23/06/2013,44,6.818181818,4.545454545,35.38,0,Y,N,N,Tuesday,RIC,Estimation,N
56HMHE,28/08/2012,29/08/2012,15/01/2014,50,46,NA,97.06,0.117063492,Y,Y,Y,Thursday,DCX,Estimation,N
TV5UMP,11/08/2011,21/08/2011,15/12/2013,56,3.571428571,0,61.93,0.030696576,Y,N,N,Monday,RIC,Estimation,N
Z3CVCK,20/04/2013,20/04/2013,26/04/2013,0,0,0,32.69,0.333333333,Y,N,N,Tuesday,DCX,Estimation,Y
5U9XZ4,02/06/2011,11/07/2011,26/08/2013,47,6.382978723,2.127659574,125.09,0.01029601,N,N,N,Tuesday,CHO,Estimation,N
HSDP3L,29/03/2013,29/03/2013,29/03/2013,0,0,0,52.77,0,N,N,N,Monday,CHO,Validation,Y
ZTJTBB,03/06/2013,23/06/2013,10/11/2013,41,46.34146341,2.43902439,61.49,0.021428571,Y,N,N,Friday,DCX,Estimation,N
ECLSJL,14/02/2012,16/04/2012,19/01/2014,52,36.53846154,23.07692308,57.29,0.035769829,N,N,N,Tuesday,RIC,Holdout,NA
7TPLRP,01/04/2013,01/04/2013,01/04/2013,0,0,0,92,0,N,N,N,Tuesday,CHO,Estimation,Y
5J2CXD,15/05/2012,16/05/2012,15/07/2013,37,62.16216216,2.702702703,71.99,0.011764706,N,N,N,Monday,CHO,Estimation,N
HWHBBC,19/03/2013,18/04/2013,18/04/2013,36,0,0,39.83,0,N,N,N,Sunday,DCX,Holdout,NA
4R2FQS,27/08/2012,07/10/2012,06/07/2013,16,6.25,0,65.09,0.047794118,Y,N,N,Monday,RIC,Holdout,NA
GWFWCR,28/08/2012,02/08/2012,12/10/2013,43,23.25581395,11.62790698,57.3,0.061926606,Y,N,Y,Saturday,DCX,Holdout,NA
2YM8FT,02/07/2011,04/07/2011,13/10/2013,44,11.36363636,6.818181818,99.23,0.008413462,N,N,N,Tuesday,CHO,Estimation,N
SRH6MW,10/03/2013,22/03/2013,22/03/2013,46,19.56521739,0,48.81,0,N,N,N,Wednesday,DCX,Estimation,N
RU4NZG,24/06/2013,24/06/2013,01/07/2013,45,0,0,54.36,0.285714286,Y,N,N,Wednesday,DCX,Holdout,NA
DBTGYG,01/06/2011,13/06/2011,24/01/2013,44,6.818181818,0,72.93,0.005076142,N,N,N,Tuesday,CHO,Holdout,NA
8SY3KL,13/02/2013,11/03/2013,11/03/2013,45,6.666666667,0,54.91,0,N,N,N,Wednesday,DCX,Validation,N
KS42U8,09/09/2012,27/10/2012,22/01/2013,45,0,0,29.34,0.022988506,N,N,N,Saturday,DCX,Holdout,NA
8AWCTV,26/01/2013,28/01/2013,28/01/2013,45,0,0,57.83,0,N,N,N,Tuesday,RIC,Holdout,NA
SNS8BE,13/02/2013,13/02/2013,20/02/2013,45,0,0,35.38,0.285714286,N,N,N,Wednesday,RIC,Estimation,N
D67EB8,20/03/2013,08/05/2013,08/05/2013,43,23.25581395,0,89.79,0,N,N,N,Wednesday,RIC,Estimation,N
PQC4MJ,18/04/2013,24/05/2013,10/11/2013,45,28.88888889,8.888888889,58.68,0.029411765,N,N,N,Wednesday,RIC,Validation,N
28CD7Y,13/01/2013,25/01/2013,31/05/2013,33,69.6969697,6.060606061,73.82,0.03968254,N,N,N,Saturday,DCX,Estimation,N
CTXW8A,13/05/2013,14/05/2013,14/05/2013,0,0,0,41.08,0,Y,N,N,Saturday,BWI,Estimation,Y
E5GLTG,23/06/2013,23/06/2013,23/06/2013,43,4.651162791,4.651162791,89.17,0,Y,N,N,Saturday,DCX,Estimation,N
RCBBZC,28/08/2012,12/11/2012,08/12/2013,44,75,22.72727273,55.09,0.046035806,Y,N,N,Wednesday,RIC,Validation,N
H8EVLK,20/02/2013,04/03/2013,23/08/2013,40,37.5,0,41.32,0.011627907,N,N,N,Thursday,DCX,Holdout,NA
6N4WGN,30/09/2012,07/12/2012,24/04/2013,45,2.222222222,0,82.91,0.014492754,N,N,N,Thursday,DCX,Estimation,N
B7ETTS,07/07/2013,13/10/2013,13/10/2013,37,16.21621622,NA,50.88,0,Y,N,N,Saturday,BWI,Holdout,NA
MSWKPC,18/04/2013,17/04/2013,08/07/2013,0,0,0,67.73,0.06097561,N,N,N,Saturday,DCX,Validation,Y
7FMFSW,26/01/2013,01/02/2013,03/12/2013,48,18.75,6.25,72.98,0.019672131,N,N,N,Monday,RIC,Estimation,N
6F43FU,14/11/2012,14/11/2012,21/07/2013,29,24.13793103,0,54.35,0.036144578,N,N,N,Friday,CHO,Validation,Y
KX3Q67,22/04/2012,22/09/2012,09/01/2014,52,71.15384615,17.30769231,86.43,0.172995781,N,Y,N,Friday,CHO,Estimation,N
2QTNFT,17/01/2013,17/01/2013,27/03/2013,46,2.173913043,0,50.82,0.028985507,N,N,N,Thursday,CHO,Estimation,N
LDE73V,26/03/2013,04/06/2013,04/06/2013,45,2.222222222,0,54.01,0,N,N,N,Thursday,DCX,Validation,N
FR4ANK,19/10/2011,19/10/2011,21/01/2013,47,2.127659574,2.127659574,19.49,0.008695652,N,N,N,Tuesday,RIC,Holdout,NA
WSXCXC,13/04/2013,13/04/2013,13/04/2013,2,0,0,49.83,0,N,N,N,Monday,CHO,Validation,Y
B7NC3X,14/05/2013,14/05/2013,14/05/2013,45,4.444444444,0,76.57,0,N,N,N,Wednesday,CHO,Estimation,N
XR6ZCG,31/05/2013,12/06/2013,13/06/2013,39,25.64102564,12.82051282,79.61,2,Y,N,N,Thursday,RIC,Holdout,NA
MRVRKH,26/05/2013,19/07/2013,12/01/2014,41,60.97560976,14.63414634,104.33,0.011299435,Y,N,N,Tuesday,DCX,Validation,N
PT58G5,28/08/2012,24/07/2012,20/12/2013,53,11.32075472,0,57.88,0.031128405,N,N,N,Thursday,DCX,Estimation,N
QMD2FE,28/08/2012,24/07/2012,27/11/2012,46,21.73913043,NA,71.8,0.126984127,Y,N,N,Thursday,DCX,Estimation,N
GRNVV8,07/05/2013,07/05/2013,26/09/2013,45,24.44444444,4.444444444,99.12,0.133802817,N,N,N,Saturday,BWI,Estimation,N
2GJ5QH,05/10/2012,07/10/2012,17/11/2012,45,22.22222222,0,55.9,0.097560976,N,N,N,Monday,RIC,Estimation,N
XRD68C,07/02/2012,07/02/2012,29/08/2012,47,0,0,53.25,0.06372549,N,N,N,Wednesday,CHO,Estimation,N
FZCS2D,25/11/2012,04/12/2012,09/01/2014,54,12.96296296,9.259259259,142.53,0.004987531,N,N,N,Wednesday,CHO,Estimation,N
XVKAWH,24/01/2013,24/01/2013,24/01/2013,45,0,NA,190.71,0,N,N,N,Monday,RIC,Holdout,NA
FSMGTL,13/05/2013,13/05/2013,03/06/2013,47,4.255319149,0,141.61,0.095238095,N,N,N,Saturday,BWI,Validation,N
YUEQ7E,05/04/2013,15/04/2013,15/04/2013,45,2.222222222,NA,54.54,0,N,N,N,Tuesday,RIC,Estimation,N
YNDLG3,24/06/2013,24/06/2013,24/06/2013,45,0,0,101.36,0,Y,N,N,Wednesday,DCX,Validation,N
ASMU74,28/05/2013,15/07/2013,15/07/2013,40,30,5,56.85,0,Y,N,N,Friday,RIC,Validation,N
U4M82X,30/03/2013,06/05/2013,06/05/2013,0,0,0,49.67,0,N,N,N,Tuesday,RIC,Validation,Y
N6B5SK,18/03/2013,12/09/2013,28/12/2013,2,50,0,88.47,0.08411215,Y,N,N,Monday,RIC,Estimation,Y
8VHP54,09/04/2013,09/04/2013,29/05/2013,45,13.33333333,6.666666667,44.72,0.06,N,N,N,Friday,RIC,Holdout,NA
3P9RCB,03/07/2013,03/07/2013,03/07/2013,41,4.87804878,NA,59.53,0,Y,N,N,Saturday,DCX,Estimation,Y
X6HFM6,04/05/2013,16/05/2013,16/05/2013,39,56.41025641,2.564102564,96.47,0,N,N,N,Saturday,DCX,Validation,N
E377V5,09/05/2012,10/05/2012,04/03/2013,41,34.14634146,4.87804878,62.88,0.016778523,N,N,N,Tuesday,CHO,Holdout,NA
W4B4ML,15/04/2013,16/04/2013,16/04/2013,45,0,0,99.22,0,N,N,N,Wednesday,RIC,Holdout,NA
HBZYVV,05/07/2011,05/07/2011,29/12/2013,53,26.41509434,5.660377358,210.15,0.00660793,N,N,N,Monday,RIC,Validation,N
8UVU3B,10/06/2013,18/06/2013,18/06/2013,0,0,NA,50.94,0,Y,N,N,Thursday,DCX,Estimation,Y
F5THPN,13/06/2013,14/06/2013,14/06/2013,3,33.33333333,0,100.27,0,Y,N,N,Wednesday,DCX,Estimation,Y
QBX6QF,28/08/2012,04/09/2013,15/01/2014,45,28.88888889,13.33333333,96.16,0.127819549,N,Y,Y,Thursday,DCX,Holdout,NA
5A66VH,29/11/2012,28/04/2013,19/06/2013,41,21.95121951,0,55.81,0.115384615,N,N,N,Monday,RIC,Estimation,N
MUZ2KL,04/07/2012,14/09/2012,14/09/2012,30,86.66666667,NA,69.78,0,N,N,N,Friday,CHO,Estimation,N
7ZJWSL,28/08/2012,28/08/2012,16/02/2013,45,2.222222222,2.222222222,72.32,0.01744186,N,N,N,Thursday,DCX,Validation,N
AN98DQ,01/09/2011,09/09/2011,07/07/2013,44,27.27272727,6.818181818,40.09,0.023988006,N,N,N,Monday,RIC,Estimation,N
63CL4L,09/04/2013,08/04/2013,22/07/2013,47,0,0,72.8,0.038095238,N,N,N,Tuesday,RIC,Holdout,NA
E89L49,01/06/2013,04/06/2013,04/06/2013,39,20.51282051,10.25641026,59.13,0,Y,N,N,Wednesday,DCX,Estimation,N
4BYMVD,19/06/2013,19/06/2013,24/06/2013,45,0,0,60.57,0.4,Y,N,N,Thursday,RIC,Estimation,N
G68J3H,16/05/2011,17/05/2011,05/06/2013,0,0,0,19.5,0.002666667,Y,N,N,Tuesday,CHO,Validation,Y
2RCLDQ,03/05/2013,14/07/2013,14/07/2013,40,17.5,NA,89.03,0,N,N,N,Monday,CHO,Validation,N
USGPL5,29/05/2013,13/06/2013,13/06/2013,45,2.222222222,0,89.2,0,Y,N,N,Saturday,DCX,Holdout,NA
96RLLV,19/04/2013,09/05/2013,09/05/2013,22,4.545454545,0,141.76,0,Y,N,N,Friday,CHO,Estimation,Y
PW6VR3,10/03/2013,01/07/2013,17/07/2013,44,9.090909091,2.272727273,231.63,0.125,N,N,N,Saturday,DCX,Estimation,N
Q5YFD9,20/06/2013,20/06/2013,20/06/2013,45,2.222222222,0,100,0,Y,N,N,Saturday,DCX,Estimation,N
3ZDEA8,13/04/2013,16/04/2013,16/04/2013,0,0,0,30.1,0,N,N,N,Monday,CHO,Validation,Y
XQ92PK,18/06/2012,13/08/2012,12/02/2013,47,12.76595745,0,94.41,0.038251366,Y,N,N,Tuesday,RIC,Holdout,NA
XE9JN5,13/04/2013,14/04/2013,25/06/2013,45,4.444444444,2.222222222,48.07,0.027777778,N,N,N,Friday,CHO,Validation,N
VTP78H,27/06/2012,27/06/2012,16/09/2013,45,0,0,56.66,0.006726457,N,N,N,Thursday,RIC,Validation,N
KH37JN,04/01/2013,04/01/2013,04/01/2013,45,0,0,18.5,0,N,N,N,Tuesday,DCX,Estimation,N
9JLX9J,05/11/2011,05/11/2011,10/03/2013,46,15.2173913,6.52173913,29.84,0.00814664,Y,N,N,Monday,RIC,Validation,N
KUMLWN,21/04/2013,07/05/2013,07/05/2013,45,2.222222222,0,80.18,0,N,N,N,Saturday,DCX,Estimation,N
DU2ZL3,18/05/2013,17/06/2013,17/06/2013,0,0,0,101.58,0,N,N,N,Thursday,DCX,Estimation,Y
Q4MRCG,01/06/2013,17/06/2013,01/10/2013,44,11.36363636,4.545454545,59.68,0.018867925,Y,N,N,Thursday,RIC,Validation,N
VZ7YNX,24/03/2013,24/03/2013,09/01/2014,49,4.081632653,4.081632653,57.69,0.010309278,Y,Y,N,Saturday,DCX,Estimation,N
EWPLTG,02/03/2013,15/04/2013,15/04/2013,45,11.11111111,2.222222222,89.49,0,N,N,N,Tuesday,CHO,Validation,N
GQ38R2,25/02/2013,02/06/2013,02/06/2013,45,0,0,60.2,0,N,N,N,Monday,RIC,Validation,N
WJGXYX,05/03/2013,12/03/2013,30/09/2013,47,10.63829787,2.127659574,67.19,0.01980198,N,N,N,Tuesday,RIC,Estimation,N
BFHCNK,14/05/2011,20/05/2011,26/03/2012,44,9.090909091,2.272727273,56.6,0.006430868,N,N,N,Tuesday,RIC,Holdout,NA
54Z9V7,28/08/2012,31/07/2012,28/08/2012,45,6.666666667,0,40.24,0.071428571,Y,N,N,Thursday,RIC,Estimation,N
JUSHJT,09/05/2012,11/05/2012,19/01/2014,58,5.172413793,3.448275862,52.38,0.07605178,N,Y,N,Monday,CHO,Estimation,N
UN7E3D,08/02/2013,08/02/2013,08/02/2013,44,13.63636364,0,34.93,0,N,N,N,Friday,RIC,Holdout,NA
ZVHUHA,22/06/2013,22/06/2013,04/09/2013,46,15.2173913,0,59.52,0.081081081,Y,N,N,Thursday,DCX,Estimation,N
YHSDDD,06/04/2013,06/04/2013,06/04/2013,45,0,0,86.57,0,N,N,N,Thursday,DCX,Holdout,NA
T5GGFZ,28/08/2012,17/06/2013,08/12/2013,0,0,0,209.7,0.040229885,N,N,Y,Thursday,BWI,Estimation,Y
RYXH59,06/05/2013,08/05/2013,21/07/2013,44,25,4.545454545,47.57,0.067567568,N,N,N,Monday,DCX,Estimation,N
CKPSDA,19/03/2013,11/04/2013,06/05/2013,0,0,0,59.85,0.12,Y,N,N,Tuesday,CHO,Validation,Y
6WWKQQ,19/04/2013,27/05/2013,30/08/2013,45,2.222222222,NA,58.3,0.021052632,N,N,N,Wednesday,RIC,Validation,N
LEARY6,01/06/2013,07/07/2013,07/07/2013,44,6.818181818,0,36.24,0,Y,N,N,Wednesday,RIC,Estimation,N
XL22UJ,22/01/2013,23/01/2013,01/02/2013,0,0,NA,389.78,0.222222222,N,N,N,Wednesday,RIC,Estimation,Y
CJFKLK,29/03/2013,13/11/2013,13/11/2013,14,35.71428571,7.142857143,35.88,0,N,N,N,Monday,CHO,Estimation,N
ZN5YEG,20/05/2013,22/05/2013,22/05/2013,6,50,0,61.18,0,N,N,N,Thursday,CHO,Holdout,NA
JVCPST,08/09/2012,08/09/2013,08/09/2013,37,2.702702703,0,62.82,0,N,N,N,Thursday,DCX,Validation,N
YAM6CY,11/03/2013,11/03/2013,02/06/2013,43,30.23255814,2.325581395,70.03,0.060240964,N,N,N,Thursday,DCX,Estimation,N
LRW8FA,29/04/2013,30/04/2013,05/06/2013,39,43.58974359,0,32.85,0.138888889,N,N,N,Monday,RIC,Holdout,NA
Q5UZZG,30/11/2012,30/11/2012,19/09/2013,47,27.65957447,2.127659574,123.26,0.034129693,N,N,N,Friday,RIC,Estimation,N
YFV9L2,24/04/2013,24/05/2013,29/06/2013,45,0,0,52.98,0.055555556,N,N,N,Saturday,DCX,Estimation,N
QAYKJQ,24/02/2013,25/02/2013,22/07/2013,36,0,0,68.2,0.013605442,N,N,N,Sunday,DCX,Estimation,N
TXSTGB,13/01/2013,28/01/2013,28/01/2013,45,2.222222222,0,52.03,0,N,N,N,Tuesday,RIC,Estimation,N
QB4NS6,01/04/2013,01/04/2013,30/04/2013,44,18.18181818,0,132.45,0.103448276,N,N,N,Thursday,RIC,Holdout,NA
YZ2ZF3,03/02/2012,07/02/2012,02/12/2013,51,29.41176471,1.960784314,100.32,0.022590361,N,N,N,Tuesday,RIC,Estimation,N
KQD3GP,28/06/2013,30/06/2013,22/07/2013,49,6.12244898,0,75.39,0.090909091,Y,N,N,Tuesday,BWI,Estimation,N
55HB4C,03/05/2013,07/05/2013,08/05/2013,45,0,0,17.57,2,N,N,N,Wednesday,RIC,Estimation,N
ZB6EQL,15/02/2013,20/03/2013,08/08/2013,46,4.347826087,0,57.69,0.042553191,N,N,N,Thursday,RIC,Validation,N
74T8WS,21/04/2013,09/09/2013,11/10/2013,35,17.14285714,5.714285714,62.63,0.09375,N,N,N,Wednesday,CHO,Estimation,N
P3UR3S,15/01/2013,08/07/2013,12/12/2013,52,42.30769231,9.615384615,83.37,0.101910828,Y,Y,N,Friday,RIC,Estimation,N
6Q46LX,08/05/2012,16/09/2012,05/06/2013,0,0,NA,53.1,0.038167939,Y,N,N,Monday,RIC,Holdout,NA
J2C9T5,03/10/2011,17/04/2012,02/05/2012,42,16.66666667,2.380952381,49.41,0.133333333,Y,N,N,Wednesday,RIC,Validation,N
TNKPL9,11/05/2012,12/05/2012,03/02/2013,47,0,NA,80.64,0.026217228,N,N,N,Wednesday,CHO,Validation,N
47KEY3,05/01/2013,10/01/2013,13/11/2013,50,20,10,161.07,0.087947883,N,N,N,Tuesday,RIC,Estimation,N
84RSBV,15/08/2011,05/05/2013,12/01/2014,51,7.843137255,7.843137255,79.12,0.087301587,N,N,N,Monday,CHO,Estimation,N
8XF44P,21/04/2013,23/04/2013,23/04/2013,4,75,0,37.55,0,Y,N,N,Wednesday,CHO,Estimation,Y
7MMZ9W,12/06/2013,18/06/2013,21/12/2013,56,5.357142857,NA,92.07,0.048387097,Y,N,N,Friday,RIC,Holdout,NA
VANM44,05/06/2013,05/06/2013,05/06/2013,29,58.62068966,0,89.88,0,Y,N,N,Saturday,BWI,Holdout,NA
ZXU7MQ,28/05/2011,06/06/2011,23/11/2013,55,7.272727273,5.454545455,81.24,0.009988901,Y,N,N,Friday,CHO,Validation,N
ZRD4GE,08/04/2013,30/04/2013,24/11/2013,49,24.48979592,12.24489796,54.4,0.028846154,N,N,N,Wednesday,RIC,Holdout,NA
R5P3RC,19/04/2013,18/06/2013,17/12/2013,51,19.60784314,7.843137255,32.52,0.010989011,Y,N,N,Friday,RIC,Estimation,N
3N3YA3,12/09/2012,02/01/2013,12/06/2013,45,11.11111111,0,17.83,0.031055901,Y,N,N,Thursday,RIC,Validation,N
JQ5DL3,31/07/2011,31/07/2011,13/05/2013,0,0,0,75.09,0.044478528,Y,N,N,Monday,DCX,Validation,Y
3W7J7T,05/05/2013,05/05/2013,10/11/2013,50,2,2,129.18,0.015873016,Y,N,N,Tuesday,RIC,Estimation,N
KTC5SQ,24/02/2013,24/02/2013,01/03/2013,44,15.90909091,0,65.07,0.4,N,N,N,Wednesday,DCX,Estimation,N
7V55UR,23/06/2013,23/06/2013,23/06/2013,42,26.19047619,4.761904762,83.17,0,Y,N,N,Monday,DCX,Holdout,NA
QRWPX7,28/08/2012,20/07/2012,16/08/2012,32,40.625,0,40.03,0.148148148,N,N,N,Sunday,DCX,Holdout,NA
YSMSEA,02/03/2013,29/04/2013,29/04/2013,44,15.90909091,2.272727273,57.11,0,N,N,N,Thursday,CHO,Estimation,N
NPWEQH,02/06/2013,06/06/2013,06/06/2013,11,27.27272727,0,51.38,0,Y,N,N,Monday,RIC,Validation,Y
S2EP2U,27/04/2013,14/05/2013,14/05/2013,37,62.16216216,2.702702703,89.23,0,N,N,N,Saturday,BWI,Estimation,N
FMLA3X,27/05/2013,31/05/2013,16/06/2013,45,0,0,60.83,0.1875,Y,N,N,Monday,RIC,Estimation,N
75F5NG,28/08/2012,20/07/2012,20/11/2012,38,5.263157895,0,55.57,0.06504065,N,N,N,Sunday,BWI,Holdout,NA
SYYNMT,17/12/2012,07/01/2013,23/10/2013,0,0,0,291.72,0.041522491,N,N,N,Monday,RIC,Estimation,Y
PFNSJQ,20/06/2013,26/06/2013,26/06/2013,45,2.222222222,0,23.71,0,Y,N,N,Thursday,RIC,Estimation,N
ATUCSF,28/08/2012,26/07/2012,30/01/2013,40,17.5,2.5,57.4,0.015957447,Y,N,N,Saturday,DCX,Holdout,NA
YXQCG2,14/05/2011,27/09/2011,27/09/2011,38,39.47368421,10.52631579,55.41,0,N,NA,NA,Friday,RIC,Estimation,N
HVK4VW,28/08/2012,12/10/2012,30/09/2013,42,54.76190476,4.761904762,67.4,0.053824363,Y,N,N,Saturday,BWI,Estimation,N
4YXUPK,31/01/2013,23/06/2013,22/10/2013,37,43.24324324,13.51351351,83.16,0.024793388,N,N,N,Monday,RIC,Validation,N
PU5AMR,04/05/2013,01/07/2013,04/11/2013,50,2,0,33.68,0.023809524,N,N,N,Tuesday,DCX,Estimation,N
7WN8X5,28/08/2012,28/09/2012,28/09/2012,36,13.88888889,0,85.27,0,N,N,N,Sunday,BWI,Estimation,N
F8CVJ5,02/11/2011,03/11/2011,25/02/2013,45,11.11111111,0,40.75,0.010416667,Y,N,N,Tuesday,RIC,Holdout,NA
TS5K8B,16/10/2011,11/03/2012,11/03/2012,43,11.62790698,2.325581395,31.98,0,Y,N,N,Wednesday,CHO,Estimation,N
D4RNQF,16/12/2012,27/10/2013,30/12/2013,45,42.22222222,NA,177.42,0.09375,N,N,N,Tuesday,BWI,Estimation,N
M6EDJR,25/02/2013,25/02/2013,25/02/2013,45,2.222222222,2.222222222,50.92,0,N,N,N,Wednesday,RIC,Validation,N
NUPSBS,28/08/2011,28/08/2011,19/11/2013,43,44.18604651,11.62790698,110.12,0.084766585,Y,N,N,Tuesday,CHO,Holdout,NA
BGD377,23/04/2012,23/04/2012,15/10/2013,46,8.695652174,2.173913043,85.33,0.02037037,N,N,N,Friday,DCX,Estimation,N
GS6B5T,02/02/2013,20/02/2013,20/02/2013,33,63.63636364,0,111.89,0,N,N,N,Friday,RIC,Validation,N
EU9GHY,07/06/2013,13/06/2013,14/09/2013,25,80,4,184.83,0.021505376,N,N,N,Wednesday,RIC,Estimation,N
EBVF8B,10/11/2011,13/11/2011,19/01/2014,58,24.13793103,10.34482759,105.03,0.071428571,Y,N,N,Monday,RIC,Validation,N
WP8XH3,26/05/2013,13/10/2013,13/10/2013,38,5.263157895,5.263157895,82.82,0,Y,N,N,Tuesday,DCX,Holdout,NA
N5DFH8,06/09/2012,12/09/2012,31/10/2012,31,96.77419355,19.35483871,126.24,0.06122449,N,N,N,Thursday,CHO,Estimation,N
E4S8Y7,13/03/2013,22/03/2013,26/11/2013,50,12,NA,54.27,0.02811245,N,N,N,Wednesday,CHO,Holdout,NA
WBKKFE,03/06/2013,03/06/2013,10/01/2014,53,83.01886792,16.98113208,73.53,0.104072398,Y,N,Y,Tuesday,BWI,Validation,N
FQ7PKK,10/03/2013,12/03/2013,26/06/2013,46,4.347826087,0,72.92,0.037735849,N,N,N,Thursday,CHO,Holdout,NA
6P34ZY,14/04/2013,21/04/2013,03/11/2013,47,17.0212766,6.382978723,122.52,0.030612245,N,N,N,Monday,RIC,Validation,N
3GFMYZ,14/03/2013,14/03/2013,07/01/2014,44,75,2.272727273,50.94,0.050167224,Y,Y,N,Wednesday,RIC,Validation,N
ANNNFE,03/06/2013,23/06/2013,23/06/2013,7,14.28571429,0,88.99,0,Y,N,N,Saturday,DCX,Estimation,Y
ZPXPTQ,20/03/2013,09/04/2013,09/04/2013,45,4.444444444,0,32.34,0,N,N,N,Saturday,DCX,Holdout,NA
JNQND9,28/08/2012,02/08/2012,17/07/2013,0,0,0,59,0.008595989,Y,NA,NA,Sunday,DCX,Estimation,Y
N8QDSW,28/08/2012,20/07/2012,11/09/2013,33,48.48484848,NA,57.66,0.107655502,N,N,N,Sunday,DCX,Estimation,N
2RMC2Y,13/05/2013,14/05/2013,12/01/2014,50,8,4,61.92,0.008230453,N,N,N,Thursday,DCX,Estimation,N
JSVZWB,30/01/2013,16/02/2013,29/04/2013,44,9.090909091,NA,61.88,0.027777778,N,N,N,Wednesday,DCX,Estimation,N
WDGED6,22/05/2013,22/05/2013,05/01/2014,42,59.52380952,4.761904762,87.02,0.048245614,Y,N,N,Monday,DCX,Estimation,N
